column1	column2
gene4952	GO:0005509, GO:0005515, GO:0005544
gene4953	GO:0005576, GO:0008061, GO:0006030
gene4954	GO:0005509, GO:0005544
gene4955	GO:0005576, GO:0008061, GO:0006030
gene4956	GO:0005509, GO:0005544
gene4957	GO:0005576, GO:0008061, GO:0006030
gene4958	GO:0005509, GO:0005544
gene4959	GO:0005509, GO:0005544
gene4961	GO:0016593, GO:0006368, GO:0016570
gene4964	GO:0003700, GO:0043565, GO:0046872, GO:0006355, GO:0005667, GO:0045449
gene4968	GO:0016491, GO:0008152
gene4969	GO:0000139, GO:0016021, GO:0016757, GO:0030246, GO:0046872, GO:0006486
gene4971	GO:0016021
gene4972	GO:0035091
gene4973	GO:0016788
gene4975	GO:0004129, GO:0006123, GO:0015992, GO:0045277
gene4976	GO:0045254, GO:0004742, GO:0006094, GO:0006096, GO:0042967
gene4977	GO:0005740, GO:0004129, GO:0006123, GO:0015992, GO:0045277
gene4979	GO:0005576, GO:0007275, GO:0030178
gene4980	GO:0016788
gene4983	GO:0005622, GO:0016020, GO:0005525, GO:0007264, GO:0015031
gene4984	GO:0005515, GO:0036459, GO:0006511, GO:0016579
gene4985	GO:0005794, GO:0007165
gene4986	GO:0005576, GO:0008061, GO:0006030
gene4987	GO:0005686, GO:0071011, GO:0000398, GO:0007052
gene4988	GO:0016021
gene4990	GO:0016020, GO:0015321, GO:0035435, GO:0044341
gene4992	GO:0016020, GO:0015321, GO:0035435, GO:0044341
gene4993	GO:0016021, GO:0004930, GO:0007186
gene4994	GO:0016020, GO:0015321, GO:0035435, GO:0044341
gene4995	GO:0016021, GO:0004930, GO:0007186
gene4996	GO:0016021
gene4997	GO:0016021
gene4998	GO:0032007, GO:0048011
gene4999	GO:0004114, GO:0005515, GO:0007165, GO:0006144
gene5001	GO:0042302
gene5002	GO:0032007, GO:0048011
gene5003	GO:0004672, GO:0005524, GO:0006468
gene5005	GO:0005515, GO:0008270, GO:0035556
gene5007	GO:0005488
gene5010	GO:0032007, GO:0048011
gene5011	GO:0004672, GO:0005515, GO:0005524, GO:0006468
gene5012	GO:0005622, GO:0016020, GO:0003924, GO:0005509, GO:0005525, GO:0006886, GO:0006913, GO:0007264
gene5014	GO:0005515
gene5016	GO:0016021, GO:0004965, GO:0007216
gene5017	GO:0016021, GO:0004965, GO:0007216
gene5018	GO:0005622, GO:0008270, GO:0035556
gene5019	GO:0016021
gene5020	GO:0016021
gene5021	GO:0016021
gene5022	GO:0003677
gene5026	GO:0016020, GO:0015018, GO:0030206
gene5027	GO:0003779, GO:0017048, GO:0030036
gene5029	GO:0004435, GO:0005509, GO:0005515, GO:0035556, GO:0007242, GO:0009395, GO:0046339
gene5030	GO:0008236, GO:0006508
gene5031	GO:0004672, GO:0005524, GO:0006468
gene5032	GO:0005739, GO:0046872, GO:0015031
gene5033	GO:0005515
gene5034	GO:0016874, GO:0008152
gene5035	GO:0044699
gene5036	GO:0005515
gene5037	GO:0046872
gene5038	GO:0005634, GO:0003700, GO:0006355, GO:0005667, GO:0045449
gene5040	GO:0005634, GO:0003677, GO:0006260, GO:0006281, GO:0006310
gene5041	GO:0000166, GO:0003723
gene5042	GO:0000166, GO:0003676, GO:0005515, GO:0008270
gene5043	GO:0005515
gene5044	GO:0033557, GO:0017108, GO:0006281, GO:0006308
gene5045	GO:0008270
gene5046	GO:0016021
gene5047	GO:0005777, GO:0016021, GO:0005524, GO:0042626, GO:0042803, GO:0015910, GO:0055085
gene5048	GO:0003723
gene5049	GO:0042147
gene5050	GO:0005524
gene5051	GO:0003723
gene5052	GO:0003723, GO:0006396
gene5053	GO:0000166, GO:0003676
gene5054	GO:0003723, GO:0009982, GO:0001522
gene5056	GO:0005737, GO:0005886, GO:0005096, GO:0038032, GO:0043547
gene5057	GO:0005515, GO:0008270
gene5058	GO:0016021, GO:0004930, GO:0007186
gene5059	GO:0016021, GO:0004930, GO:0007186
gene5060	GO:0005509, GO:0016175, GO:0042554, GO:0055114
gene5061	GO:0005509, GO:0016175, GO:0042554, GO:0055114
gene5062	GO:0016021, GO:0004930, GO:0007186
gene5064	GO:0005509, GO:0016175, GO:0042554, GO:0055114
gene5065	GO:0005509, GO:0016175, GO:0042554, GO:0055114
gene5066	GO:0005509, GO:0016175, GO:0042554, GO:0055114
gene5068	GO:0004867
gene5069	GO:0045454
gene5070	GO:0004553, GO:0005975
gene5071	GO:0005622, GO:0005215, GO:0006810
gene5072	GO:0005622, GO:0005215, GO:0006810
gene5074	GO:0005515
gene5076	GO:0005622, GO:0016020, GO:0005525, GO:0007264, GO:0015031
gene5077	GO:0005581, GO:0005201, GO:0005578
gene5078	GO:0005581, GO:0005201, GO:0005578
gene5079	GO:0005515
gene5080	GO:0005515
gene5081	GO:0003677, GO:0008270
gene5083	GO:0008270
gene5084	GO:0003677, GO:0008270
gene5085	GO:0009055, GO:0050660, GO:0006118
gene5086	GO:0016021, GO:0015238, GO:0015893, GO:0055085
gene5087	GO:0004553, GO:0005975
gene5092	GO:0008233, GO:0007267, GO:0007275, GO:0016539
gene5096	GO:0005634, GO:0005488
gene5098	GO:0005525
gene5099	GO:0004386, GO:0005515, GO:0008270
gene5100	GO:0005578, GO:0005615, GO:0050839, GO:0007155, GO:0030198
gene5101	GO:0005085, GO:0005515, GO:0043087
gene5102	GO:0005840, GO:0003735, GO:0006412, GO:0042254
gene5103	GO:0003677
gene5104	GO:0004553, GO:0005975
gene5105	GO:0004553, GO:0005975
gene5106	GO:0004553, GO:0005975
gene5107	GO:0008810, GO:0005982, GO:0005985
gene5108	GO:0004553, GO:0005975
gene5111	GO:0003676, GO:0046872, GO:0006355, GO:0030097, GO:0051569
gene5112	GO:0005488
gene5117	GO:0016021, GO:0004930, GO:0007186
gene5118	GO:0000151, GO:0034450, GO:0006511, GO:0016567
gene5120	GO:0005085, GO:0005515, GO:0043087
gene5121	GO:0005096, GO:0051056
gene5122	GO:0003676, GO:0046872, GO:0006355
gene5123	GO:0003676, GO:0046872
gene5124	GO:0030695
gene5127	GO:0016021, GO:0005524, GO:0042626, GO:0055085
gene5130	GO:0005515, GO:0016055, GO:0035556
gene5131	GO:0003677
gene5132	GO:0005515, GO:0048013
gene5133	GO:0005515, GO:0048013
gene5135	GO:0000166, GO:0003676, GO:0008270
gene5137	GO:0044699
gene5138	GO:0008168, GO:0008152
gene5140	GO:0032580, GO:0008376
gene5141	GO:0005789, GO:0018279
gene5144	GO:0004843, GO:0005515, GO:0006511, GO:0007165, GO:0016579
gene5145	GO:0003676, GO:0046872
gene5148	GO:0033588
gene5150	GO:0005488
gene5151	GO:0005515
gene5152	GO:0008168, GO:0008152
gene5157	GO:0003676, GO:0046872
gene5158	GO:0003676, GO:0046872
gene5159	GO:0016298, GO:0008203, GO:0016042
gene5160	GO:0016020, GO:0005215, GO:0006811, GO:0055085
gene5161	GO:0005578, GO:0005615, GO:0050839, GO:0007155, GO:0030198
gene5162	GO:0005743, GO:0022904, GO:0042776
gene5164	GO:0016021, GO:0055085
gene5165	GO:0005813, GO:0005819, GO:0000226, GO:0001782, GO:0030865, GO:0043029, GO:0045579
gene5166	GO:0016787
gene5167	GO:0005515
gene5168	GO:0005515
gene5169	GO:0004725, GO:0017017, GO:0006470, GO:0006570
gene5170	GO:0003676
gene5171	GO:0004672, GO:0005524, GO:0006468
gene5172	GO:0005578, GO:0005615, GO:0050839, GO:0007155, GO:0030198
gene5173	GO:0005634, GO:0000166, GO:0003723, GO:0046872
gene5175	GO:0008168, GO:0008152
gene5176	GO:0016747, GO:0006355
gene5177	GO:0005672, GO:0005488, GO:0006367
gene5182	GO:0016491, GO:0008152
gene5183	GO:0005515
gene5185	GO:0004484, GO:0006370
gene5186	GO:0005515
gene5187	GO:0005515
gene5188	GO:0004484, GO:0006370
gene5189	GO:0003677, GO:0003899, GO:0008270, GO:0006351, GO:0005730, GO:0006144, GO:0006206
gene5190	GO:0016491, GO:0008152
gene5192	GO:0004568, GO:0005975, GO:0006032, GO:0016998
gene5193	GO:0005488
gene5194	GO:0000126, GO:0008270, GO:0017025, GO:0006355, GO:0006384
gene5196	GO:0080019
gene5197	GO:0080019
gene5203	GO:0004725, GO:0006470, GO:0006570
gene5205	GO:0003676, GO:0005524
gene5206	GO:0003676
gene5207	GO:0009055, GO:0016491, GO:0051537, GO:0006099, GO:0006118
gene5208	GO:0005874, GO:0005912, GO:0005923, GO:0016328, GO:0005096, GO:0048487, GO:0000226, GO:0006457, GO:0034333, GO:0043547, GO:0070830, GO:0072668, GO:0045298
gene5209	GO:0003723, GO:0009982, GO:0001522
gene5210	GO:0015935, GO:0003735, GO:0006412, GO:0042254
gene5211	GO:0003723, GO:0008138, GO:0009982, GO:0001522, GO:0006470
gene5212	GO:0005634
gene5215	GO:0008033
gene5217	GO:0005840, GO:0003735, GO:0006412, GO:0042254
gene5219	GO:0005515
gene5221	GO:0003677, GO:0006352
gene5222	GO:0005634, GO:0003700, GO:0046983, GO:0006355, GO:0005667, GO:0045449
gene5224	GO:0043189, GO:0006355
gene5227	GO:0004421, GO:0008299, GO:0006084, GO:0006550, GO:0006552, GO:0006574, GO:0046950
gene5228	GO:0005634, GO:0003700, GO:0006260, GO:0006355, GO:0005667, GO:0045449
gene5229	GO:0016787
gene5230	GO:0016020, GO:0005215, GO:0006811, GO:0055085
gene5232	GO:0008478, GO:0009443, GO:0042816
gene5234	GO:0016021, GO:0055085
gene5235	GO:0004798, GO:0005524, GO:0006233, GO:0006206
gene5241	GO:0005634, GO:0005515, GO:0006355
gene5242	GO:0019905
gene5243	GO:0007034
gene5244	GO:0003824, GO:0030151, GO:0030170
gene5245	GO:0016614, GO:0050660, GO:0055114
gene5248	GO:0005515, GO:0008270
gene5249	GO:0016746, GO:0008152
gene5250	GO:0016746, GO:0008152
gene5253	GO:0005506, GO:0016706, GO:0031418, GO:0055114
gene5255	GO:0005634, GO:0042555, GO:0003677, GO:0003678, GO:0005524, GO:0006270, GO:0005657
gene5256	GO:0016020, GO:0005215, GO:0006814, GO:0055085
gene5257	GO:0004435, GO:0005515, GO:0035556, GO:0007242, GO:0009395, GO:0046339
gene5258	GO:0004672, GO:0005524, GO:0006468
gene5261	GO:0008076, GO:0000155, GO:0005249, GO:0000160, GO:0042391, GO:0071805, GO:0009365, GO:0016310
gene5262	GO:0005198, GO:0051536, GO:0016226
gene5263	GO:0000166, GO:0003676, GO:0006397
gene5264	GO:0045252, GO:0004149, GO:0006099, GO:0006554, GO:0042967
gene5266	GO:0005840, GO:0003735, GO:0006412, GO:0042254
gene5267	GO:0005509, GO:0005515
gene5269	GO:0043565, GO:0006355
gene5270	GO:0005509, GO:0005515
gene5273	GO:0005515, GO:0008270
gene5275	GO:0005509
gene5278	GO:0008168
gene5279	GO:0005777, GO:0016021, GO:0005515, GO:0016560
gene5281	GO:0016301
gene5282	GO:0003677
gene5284	GO:0004252, GO:0006508
gene5285	GO:0005524, GO:0051082, GO:0006457
gene5286	GO:0015030, GO:0032183, GO:0070140, GO:0008283, GO:0016926, GO:0030576
gene5288	GO:0016021, GO:0004930, GO:0007186, GO:0007601, GO:0007602
gene5290	GO:0016021, GO:0008146
gene5292	GO:0004114, GO:0007165, GO:0006144
gene5293	GO:0003979, GO:0051287, GO:0055114, GO:0005982, GO:0005985, GO:0009117
gene5294	GO:0046872
gene5295	GO:0003824
gene5296	GO:0016020, GO:0005215, GO:0055085
gene5297	GO:0016020, GO:0005215, GO:0055085
gene5298	GO:0005634, GO:0003677, GO:0006260, GO:0006281, GO:0006310
gene5300	GO:0003723
gene5301	GO:0000166, GO:0046872
gene5302	GO:0004053, GO:0046872, GO:0006527, GO:0006560
gene5303	GO:0016020, GO:0008378, GO:0006486
gene5307	GO:0005509, GO:0005515
gene5308	GO:0005515
gene5309	GO:0016459, GO:0003774, GO:0004672, GO:0005515, GO:0005524, GO:0006468
gene5310	GO:0016491, GO:0055114
gene5311	GO:0005515
gene5313	GO:0005856, GO:0008093, GO:0007050
gene5314	GO:0005856, GO:0005515, GO:0006915, GO:0007050
gene5315	GO:0003677, GO:0046872
gene5316	GO:0036459, GO:0006511, GO:0016579
gene5317	GO:0005622, GO:0016020, GO:0003924, GO:0005525, GO:0006886, GO:0006913, GO:0007264
gene5318	GO:0005634, GO:0005515, GO:0008270, GO:0016568
gene5319	GO:0005739, GO:0005802, GO:0042470, GO:0003924, GO:0005525, GO:0006886, GO:0008152, GO:0032438, GO:0032482
gene5320	GO:0008270
gene5321	GO:0016020, GO:0005215, GO:0005515, GO:0006810
gene5322	GO:0005509, GO:0005515
gene5323	GO:0005509, GO:0005515
gene5324	GO:0016021, GO:0022891, GO:0055085
gene5325	GO:0003824, GO:0008152
gene5326	GO:0003676, GO:0046872
gene5327	GO:0016020, GO:0005215, GO:0055085
gene5328	GO:0016020, GO:0005215, GO:0055085
gene5330	GO:0080019
gene5331	GO:0005515
gene5332	GO:0004567, GO:0046355
gene5333	GO:0005515
gene5334	GO:0080019
gene5335	GO:0016021, GO:0008271, GO:0008272, GO:0055085
gene5336	GO:0016021, GO:0008271, GO:0008272, GO:0055085
gene5338	GO:0005515
gene5340	GO:0005576, GO:0008061, GO:0016810, GO:0005975, GO:0006030
gene5341	GO:0031931, GO:0005515, GO:0031929
gene5344	GO:0005515
gene5345	GO:0004871, GO:0007165
gene5346	GO:0004114, GO:0007165, GO:0006144
gene5348	GO:0004114, GO:0007165, GO:0006144
gene5349	GO:0005576, GO:0008061, GO:0016810, GO:0005975, GO:0006030
gene5350	GO:0005576, GO:0008061, GO:0006030
gene5351	GO:0005515
gene5352	GO:0005829, GO:0004792, GO:0008641, GO:0002143
gene5353	GO:0005515
gene5357	GO:0005515
gene5358	GO:0016788, GO:0006505, GO:0006886
gene5359	GO:0005506, GO:0016705, GO:0020037, GO:0055114
gene5362	GO:0045454
gene5363	GO:0005515
gene5364	GO:0005524, GO:0016887
gene5365	GO:0016021, GO:0055085
gene5366	GO:0005488
gene5367	GO:0004126, GO:0008270, GO:0009972, GO:0006206
gene5369	GO:0016020, GO:0005524, GO:0016887
gene5370	GO:0016021, GO:0004930, GO:0007186
gene5372	GO:0005576, GO:0008061, GO:0006030
gene5373	GO:0005615, GO:0052689, GO:0008152
gene5374	GO:0005615, GO:0052689, GO:0008152
gene5375	GO:0005615, GO:0052689, GO:0008152
gene5376	GO:0005615, GO:0052689, GO:0008152
gene5377	GO:0005525
gene5378	GO:0016020, GO:0004970, GO:0006811, GO:0007165, GO:0007268
gene5379	GO:0005853, GO:0003746, GO:0005840, GO:0006448
gene5380	GO:0008137, GO:0010181, GO:0051287, GO:0051539, GO:0006120, GO:0006744, GO:0006814, GO:0015992
gene5381	GO:0005515
gene5382	GO:0005515, GO:0046854, GO:0048015
gene5383	GO:0005515, GO:0006886
gene5384	GO:0016021
gene5385	GO:0016020, GO:0005215, GO:0006810
gene5386	GO:0005742, GO:0030150
gene5388	GO:0000786, GO:0003677, GO:0046982
gene5389	GO:0004347, GO:0006094, GO:0006096, GO:0005982, GO:0005985, GO:0006098
gene5390	GO:0005515
gene5391	GO:0005576, GO:0008061, GO:0006030
gene5392	GO:0005765, GO:0016021, GO:0031982, GO:0016829, GO:0046624, GO:0003376, GO:0006796, GO:0006869, GO:0040011, GO:0044238, GO:0055085, GO:0071704
gene5394	GO:0005634, GO:0005737, GO:0008143, GO:0044822, GO:0046872, GO:0006397, GO:0043488, GO:1900364
gene5395	GO:0005634, GO:0003700, GO:0006355, GO:0005667, GO:0045449
gene5396	GO:0000938, GO:0042147
gene5397	GO:0016020, GO:0008519, GO:0015696
gene5398	GO:0016020, GO:0005164, GO:0006955, GO:0007165
gene5399	GO:0016021
gene5401	GO:0032580, GO:0008376
gene5402	GO:0004842, GO:0016567
gene5403	GO:0016020, GO:0044464
gene5405	GO:0005515
gene5406	GO:0003677, GO:0003723, GO:0004525, GO:0005515, GO:0005524, GO:0006396, GO:0051252
gene5408	GO:0005488, GO:0007076
gene5410	GO:0032502
gene5416	GO:0046872
gene5418	GO:0005515
gene5419	GO:0005515
gene5424	GO:0016021, GO:0051205
gene5426	GO:0016021, GO:0004930, GO:0007186
gene5429	GO:0005615, GO:0004866
gene5430	GO:0031110
gene5434	GO:0016021, GO:0051205
gene5436	GO:0003684, GO:0008534, GO:0006289, GO:0006285, GO:0006308
gene5437	GO:0004672, GO:0005524, GO:0006468
gene5438	GO:0016772
gene5439	GO:0004601, GO:0005515, GO:0020037, GO:0006979, GO:0055114, GO:0006804
gene5441	GO:0016020
gene5443	GO:0005515
gene5445	GO:0016787
gene5448	GO:0005506, GO:0016491, GO:0006633, GO:0055114
gene5450	GO:0003924, GO:0005525
gene5451	GO:0005694, GO:0015630, GO:0043234, GO:0044430, GO:0005515, GO:0022402, GO:1902589
gene5452	GO:0005576, GO:0004623, GO:0005509, GO:0016042, GO:0009395
gene5453	GO:0000166, GO:0003676
gene5455	GO:0016491, GO:0055114
gene5456	GO:0005576, GO:0004623, GO:0005509, GO:0016042, GO:0009395
gene5458	GO:0030286, GO:0003777, GO:0005524, GO:0016887, GO:0007018, GO:0005874
gene5459	GO:0003676, GO:0046872
gene5461	GO:0016021
gene5462	GO:0043565, GO:0006355
gene5463	GO:0005515
gene5464	GO:0009987, GO:0050896
gene5465	GO:0003676, GO:0005515
gene5467	GO:0005576, GO:0008061, GO:0006030
gene5468	GO:0005622, GO:0004198, GO:0006508
gene5469	GO:0005524
gene5471	GO:0003676, GO:0046872
gene5474	GO:0006355
gene5476	GO:0006629
gene5477	GO:0005515
gene5483	GO:0005515
gene5485	GO:0004672, GO:0005515, GO:0005524, GO:0006468
gene5486	GO:0004674, GO:0005524, GO:0006468, GO:0007165, GO:0009069
gene5487	GO:0003676, GO:0016787, GO:0046872
gene5490	GO:0004674, GO:0005524, GO:0006468, GO:0009069
gene5492	GO:0003677
gene5494	GO:0005515
gene5495	GO:0016021, GO:0005262, GO:0005515, GO:0070588
gene5497	GO:0016021, GO:0004930, GO:0007186
gene5500	GO:0003847, GO:0016042, GO:0008247, GO:0046486
gene5501	GO:0097159, GO:1901363
gene5503	GO:0003847, GO:0016042, GO:0008247, GO:0046486
gene5506	GO:0005622, GO:0006810
gene5508	GO:0008168, GO:0008033
gene5509	GO:0006629
gene5510	GO:0005737, GO:0000166, GO:0004828, GO:0006434, GO:0006544, GO:0006563, GO:0006566
gene5514	GO:0016021, GO:0004935, GO:0007187
gene5515	GO:0016021, GO:0004935, GO:0007187
gene5517	GO:0016021, GO:0004930, GO:0007186
gene5518	GO:0016021, GO:0004930, GO:0007186
gene5521	GO:0005085, GO:0043087
gene5522	GO:0016491, GO:0008152
gene5523	GO:0005509
gene5524	GO:0016021, GO:0004935, GO:0007187
gene5525	GO:0005515
gene5527	GO:0048500, GO:0005515, GO:0008312, GO:0006614
gene5532	GO:0005515
gene5536	GO:0006629
gene5537	GO:0005488
gene5538	GO:0000145, GO:0006904
gene5539	GO:0005634, GO:0003824, GO:0008134, GO:0008152, GO:0005667
gene5540	GO:0004751, GO:0009052, GO:0015976
gene5541	GO:0016021
gene5542	GO:0003676, GO:0005524
gene5549	GO:0030246
gene5550	GO:0003676, GO:0005524, GO:0008026, GO:0006310
gene5551	GO:0004784, GO:0046872, GO:0006801, GO:0055114
gene5553	GO:0005488
gene5554	GO:0000166, GO:0003676
gene5555	GO:0005515
gene5557	GO:0016020, GO:0046873, GO:0030001, GO:0055085
gene5559	GO:0005515
gene5562	GO:0005737, GO:0016021, GO:0005515, GO:0016627, GO:0006629
gene5563	GO:0008270
gene5564	GO:0005694, GO:0032040, GO:0032545, GO:0034456, GO:0006364, GO:0006409
gene5566	GO:0044424, GO:0004842, GO:0005488, GO:0000209, GO:0006974
gene5567	GO:0005744, GO:0030150
gene5569	GO:0071011, GO:0044822
gene5570	GO:0005524
gene5571	GO:0004252, GO:0006508
gene5572	GO:0016021, GO:0004930, GO:0007186, GO:0007601, GO:0007602
gene5573	GO:0016021, GO:0004930, GO:0007186, GO:0007601, GO:0007602
gene5574	GO:0016021
gene5575	GO:0005515
gene5576	GO:0003682, GO:0030154, GO:0000785
gene5578	GO:0005634, GO:0003700, GO:0043565, GO:0006355, GO:0005667, GO:0045449
gene5579	GO:0003755, GO:0005515, GO:0008270, GO:0000413, GO:0006457
gene5581	GO:0005576, GO:0005833, GO:0005506, GO:0019825, GO:0020037, GO:0015671
gene5582	GO:0006355
gene5590	GO:0005515
gene5594	GO:0005488
gene5595	GO:0005576, GO:0005184, GO:0007218
gene5596	GO:0008236
gene5597	GO:0016021
gene5598	GO:0005515, GO:0005524
gene5599	GO:0004514, GO:0004516, GO:0009435, GO:0019358
gene5600	GO:0016020, GO:0008378, GO:0006486
gene5601	GO:0005634
gene5604	GO:0003723
gene5605	GO:0005509, GO:0005515
gene5606	GO:0007165
gene5607	GO:0000287, GO:0004674, GO:0005515, GO:0005524, GO:0006468, GO:0009069
gene5608	GO:0003676, GO:0005515, GO:0005524
gene5610	GO:0030915, GO:0000724
gene5611	GO:0016491, GO:0008152
gene5613	GO:0031012, GO:0004222, GO:0008270, GO:0006508
gene5622	GO:0008270
gene5623	GO:0008270
gene5624	GO:0004767, GO:0006685, GO:0006687
gene5625	GO:0005777, GO:0003995, GO:0003997, GO:0050660, GO:0006635, GO:0006118, GO:0006637
gene5626	GO:0005515
gene5627	GO:0000123, GO:0003713, GO:0004402, GO:0005515, GO:0008270, GO:0016573, GO:0005667, GO:0045941, GO:0042967
gene5628	GO:0005249, GO:0042391, GO:0071805, GO:0008076
gene5629	GO:0005249, GO:0042391, GO:0071805, GO:0008076
gene5630	GO:0005249, GO:0042391, GO:0071805, GO:0008076
gene5631	GO:0005515
gene5632	GO:0003676, GO:0005524, GO:0008026
gene5635	GO:0005737, GO:0005856, GO:0019898, GO:0003779, GO:0008285
gene5639	GO:0012505, GO:0016020, GO:0020037
gene5640	GO:0031151, GO:0034729, GO:0051726
gene5641	GO:0005764, GO:0006629
gene5646	GO:0005576, GO:0008061, GO:0006030
gene5647	GO:0005576, GO:0008061, GO:0006030
gene5648	GO:0003676, GO:0004386, GO:0005524
gene5649	GO:0007165
gene5650	GO:0003677, GO:0003721, GO:0005697, GO:0006278
gene5652	GO:0005739, GO:0016020, GO:0015805, GO:0055085
gene5654	GO:0016021, GO:0005388, GO:0005524, GO:0046872, GO:0070588, GO:0016529
gene5655	GO:0005886, GO:0000166, GO:0005388, GO:0043167, GO:0006816, GO:0006874, GO:0016529
gene5661	GO:0016020, GO:0004970, GO:0005234, GO:0006811, GO:0007165, GO:0007268
gene5662	GO:0012505, GO:0043231, GO:0044421, GO:0044444, GO:0005515, GO:0001501, GO:0001503, GO:0006950, GO:0009628, GO:0009887, GO:0010035, GO:0010243, GO:0031667, GO:0044763, GO:0048545, GO:0050794, GO:0071229, GO:0071363, GO:0071495, GO:1901701
gene5665	GO:0016020, GO:0004970, GO:0005234, GO:0006811, GO:0007165, GO:0007268
gene5666	GO:0006310, GO:0042138
gene5667	GO:0005515
gene5673	GO:0004565, GO:0006012, GO:0006027, GO:0006687, GO:0009341, GO:0046486
gene5675	GO:0016020, GO:0004713, GO:0005509, GO:0005524, GO:0006468, GO:0007156
gene5676	GO:0005515, GO:0007165
gene5677	GO:0003779, GO:0005509, GO:0045010, GO:0051014, GO:0051016
gene5678	GO:0005515
gene5681	GO:0005739, GO:0046872, GO:0015031
gene5686	GO:0004252, GO:0006508
gene5687	GO:0005515, GO:0008270
gene5688	GO:0005515
gene5690	GO:0016021, GO:0055085
gene5691	GO:0016021, GO:0005215, GO:0034220
gene5692	GO:0005515
gene5694	GO:0005634, GO:0043565, GO:0046872, GO:0000122, GO:0035282, GO:0040034
gene5699	GO:0052689
gene5701	GO:0016021, GO:0000287, GO:0004012, GO:0005524, GO:0006812, GO:0015917
gene5702	GO:0003723
gene5704	GO:0004505, GO:0005506, GO:0016597, GO:0006559, GO:0055114, GO:0000162, GO:0006571, GO:0009094
gene5705	GO:0016021, GO:0004890, GO:0005230, GO:0006821, GO:0007214
gene5708	GO:0005506, GO:0016714, GO:0009072, GO:0055114
gene5711	GO:0005576
gene5713	GO:0005732, GO:0000398
gene5715	GO:0005737, GO:0004459, GO:0055114, GO:0006094, GO:0006096, GO:0006534
gene5716	GO:0005515
gene5718	GO:0005634, GO:0003684, GO:0006289
gene5720	GO:0008168, GO:0032259
gene5721	GO:0003824, GO:0008152
gene5722	GO:0008168, GO:0032259
gene5723	GO:0016651, GO:0022900
gene5724	GO:0033588
gene5728	GO:0005515
gene5729	GO:0016021
gene5730	GO:0016021, GO:0005452, GO:0006821, GO:0015701
gene5731	GO:0005515
gene5733	GO:0005515
gene5734	GO:0005515
gene5736	GO:0008168, GO:0006479
gene5740	GO:0008318, GO:0018342, GO:0018346
gene5741	GO:0005789
gene5742	GO:0005856
gene5743	GO:0016021, GO:0005328, GO:0006836, GO:0006812
gene5745	GO:0016021, GO:0004930, GO:0007186
gene5746	GO:0005515
gene5753	GO:0016021, GO:0007155, GO:0007229
gene5754	GO:0005515
gene5757	GO:0005488
gene5758	GO:0005634, GO:0003676, GO:0005515
